"LOCATION","Country","SKILL","Skills","Value","Flag Codes","Flags"
"LUX","Luxembourg","06-5","office tools and collaboration software",-0.024,,
"LUX","Luxembourg","06-6","web development and cloud technologies",-0.035,,
"LUX","Luxembourg","06","digital skills",-0.088,,
"LUX","Luxembourg","07-1","law and government",0.18,,
"LUX","Luxembourg","07-2","public safety and security",-0.054,,
"LUX","Luxembourg","07","law and public safety knowledge",0.143,,
"LUX","Luxembourg","08-1","medicine and dentistry",-0.05,,
"LUX","Luxembourg","08-2","psychology, therapy, counselling",0.16,,
"LUX","Luxembourg","08","medicine knowledge",0.125,,
"LUX","Luxembourg","09-1","auditory and speech abilities",0.183,,
"LUX","Luxembourg","09-2","physical abilities",-0.179,,
"LUX","Luxembourg","09-3","psychomotor abilities",-0.049,,
"LUX","Luxembourg","09","physical skills",0.007,,
"LUX","Luxembourg","10-1","building and construction",-0.111,,
"LUX","Luxembourg","10-2","design",-0.151,,
"LUX","Luxembourg","10-3","engineering, mechanics and technology",-0.264,,
"LUX","Luxembourg","10-4","food production",-0.219,,
"LUX","Luxembourg","10-5","installation and maintenance",-0.057,,
"LUX","Luxembourg","10-6","production and processing",-0.116,,
"LUX","Luxembourg","10-7","quality control analysis",-0.187,,
"LUX","Luxembourg","10-8","telecommunications",-0.089,,
"LUX","Luxembourg","10-9","transportation",-0.281,,
"LUX","Luxembourg","10","production and technology knowledge",-0.308,,
"LUX","Luxembourg","11-1","administration and management",0.007,,
"LUX","Luxembourg","11-2","management of financial resources",0.129,,
"LUX","Luxembourg","11-3","management of material resources",-0.222,,
"LUX","Luxembourg","11-4","management of personnel resources",0.064,,
"LUX","Luxembourg","11-5","time management",-0.021,,
"LUX","Luxembourg","11","resource management",0.007,,
"LUX","Luxembourg","12-1","biology",-0.071,,
"LUX","Luxembourg","12-2","chemistry",-0.183,,
"LUX","Luxembourg","12-3","geography",-0.059,,
"LUX","Luxembourg","12-4","physics",-0.175,,
"LUX","Luxembourg","12-5","sociology and anthropology",0.188,,
"LUX","Luxembourg","12","scientific knowledge",-0.09,,
"LUX","Luxembourg","13-1","coordination",-0.028,,
"LUX","Luxembourg","13-2","judgment and decision making",-0.079,,
"LUX","Luxembourg","13-3","persuasion and negotiation",0.346,,
"LUX","Luxembourg","13-4","social perceptiveness",-0.22,,
"LUX","Luxembourg","13","social skills",0.05,,
"LUX","Luxembourg","14-1","training and education",0.127,,
"LUX","Luxembourg","14","training and education",0.261,,
"MEX","Mexico","01-1","fine arts",-0.049,,
"MEX","Mexico","01-2","history and archaeology",-0.192,,
"MEX","Mexico","01-3","philosophy and theology",-0.269,,
"MEX","Mexico","01","arts and humanities knowledge",-0.319,,
"MEX","Mexico","02-1","adaptability/resilience",-0.132,,
"MEX","Mexico","02-2","motivation/commitment",-0.116,,
"MEX","Mexico","02-3","self-management/rigour",-0.107,,
"MEX","Mexico","02-4","values",0.233,,
"MEX","Mexico","02","attitudes",0.001,,
"MEX","Mexico","03-1","clerical",-0.027,,
"MEX","Mexico","03-2","customer and personal service",-0.252,,
"MEX","Mexico","03-3","sales and marketing",0.018,,
"MEX","Mexico","03","business processes",-0.158,,
"MEX","Mexico","04-1","learning",-0.319,,
"MEX","Mexico","04-2","originality",-0.122,,
"MEX","Mexico","04-3","quantitative abilities",0.048,,
"MEX","Mexico","04-4","reasoning and problem-solving",-0.126,,
"MEX","Mexico","04","cognitive skills",-0.234,,
"MEX","Mexico","05-1","active listening",-0.071,,
"MEX","Mexico","05-2","communications and media",-0.153,,
"MEX","Mexico","05-3","reading comprehension",-0.119,,
"MEX","Mexico","05-4","speaking",-0.167,,
"MEX","Mexico","05-5","writing",-0.137,,
"MEX","Mexico","05","communication skills",-0.215,,
"MEX","Mexico","06-1","computer programming",-0.124,,
"MEX","Mexico","06-2","digital content creation",-0.094,,
"MEX","Mexico","06-3","digital data processing",-0.055,,
"MEX","Mexico","06-4","ict safety, networks and servers",-0.233,,
"MEX","Mexico","06-5","office tools and collaboration software",-0.105,,
"MEX","Mexico","06-6","web development and cloud technologies",-0.193,,
"MEX","Mexico","06","digital skills",-0.246,,
"MEX","Mexico","07-1","law and government",-0.16,,
"MEX","Mexico","07-2","public safety and security",-0.098,,
"MEX","Mexico","07","law and public safety knowledge",-0.242,,
"MEX","Mexico","08-1","medicine and dentistry",-0.293,,
"MEX","Mexico","08-2","psychology, therapy, counselling",-0.307,,
"MEX","Mexico","08","medicine knowledge",-0.561,,
"MEX","Mexico","09-1","auditory and speech abilities",-0.28,,
"MEX","Mexico","09-2","physical abilities",0.126,,
"MEX","Mexico","09-3","psychomotor abilities",0.697,,
"MEX","Mexico","09","physical skills",0.418,,
"MEX","Mexico","10-1","building and construction",0.161,,
"MEX","Mexico","10-2","design",0.062,,
"MEX","Mexico","10-3","engineering, mechanics and technology",-0.024,,
"MEX","Mexico","10-4","food production",0.148,,
"MEX","Mexico","10-5","installation and maintenance",-0.37,,
"MEX","Mexico","10-6","production and processing",0.093,,
"MEX","Mexico","10-7","quality control analysis",0.02,,
"MEX","Mexico","10-8","telecommunications",-0.146,,
"MEX","Mexico","10-9","transportation",-0.372,,
"MEX","Mexico","10","production and technology knowledge",-0.048,,
"MEX","Mexico","11-1","administration and management",-0.082,,
"MEX","Mexico","11-2","management of financial resources",-0.134,,
"MEX","Mexico","11-3","management of material resources",0.206,,
"MEX","Mexico","11-4","management of personnel resources",-0.109,,
"MEX","Mexico","11-5","time management",-0.142,,
"MEX","Mexico","11","resource management",-0.071,,
"MEX","Mexico","12-1","biology",0.414,,
"MEX","Mexico","12-2","chemistry",-0.129,,
"MEX","Mexico","12-3","geography",-0.085,,
"MEX","Mexico","12-4","physics",0.05,,
"MEX","Mexico","12-5","sociology and anthropology",-0.179,,
"MEX","Mexico","12","scientific knowledge",0.08,,
"MEX","Mexico","13-1","coordination",-0.076,,
"MEX","Mexico","13-2","judgment and decision making",-0.049,,
"MEX","Mexico","13-3","persuasion and negotiation",-0.282,,
"MEX","Mexico","13-4","social perceptiveness",-0.006,,
"MEX","Mexico","13","social skills",-0.152,,
"MEX","Mexico","14-1","training and education",-0.273,,
"MEX","Mexico","14","training and education",-0.512,,
"NLD","Netherlands","01-1","fine arts",0.049,,
"NLD","Netherlands","01-2","history and archaeology",-0.081,,
"NLD","Netherlands","01-3","philosophy and theology",-0.273,,
"NLD","Netherlands","01","arts and humanities knowledge",-0.181,,
"NLD","Netherlands","02-1","adaptability/resilience",0.102,,
"NLD","Netherlands","02-2","motivation/commitment",-0.122,,
"NLD","Netherlands","02-3","self-management/rigour",-0.206,,
"NLD","Netherlands","02-4","values",-0.098,,
"NLD","Netherlands","02","attitudes",-0.137,,
"NLD","Netherlands","03-1","clerical",-0.127,,
"NLD","Netherlands","03-2","customer and personal service",-0.204,,
"NLD","Netherlands","03-3","sales and marketing",-0.395,,
"NLD","Netherlands","03","business processes",-0.454,,
"NLD","Netherlands","04-1","learning",0.258,,
"NLD","Netherlands","04-2","originality",0.009,,
"NLD","Netherlands","04-3","quantitative abilities",-0.436,,
"NLD","Netherlands","04-4","reasoning and problem-solving",-0.039,,
"NLD","Netherlands","04","cognitive skills",-0.059,,
"NLD","Netherlands","05-1","active listening",-0.121,,
"NLD","Netherlands","05-2","communications and media",-0.058,,
"NLD","Netherlands","05-3","reading comprehension",-0.088,,
"NLD","Netherlands","05-4","speaking",-0.122,,
"NLD","Netherlands","05-5","writing",-0.063,,
"NLD","Netherlands","05","communication skills",-0.168,,
"NLD","Netherlands","06-1","computer programming",-0.105,,
"NLD","Netherlands","06-2","digital content creation",0.139,,
"NLD","Netherlands","06-3","digital data processing",-0.199,,
"NLD","Netherlands","06-4","ict safety, networks and servers",-0.157,,
"NLD","Netherlands","06-5","office tools and collaboration software",-0.199,,
"NLD","Netherlands","06-6","web development and cloud technologies",-0.212,,
"NLD","Netherlands","06","digital skills",-0.216,,
"NLD","Netherlands","07-1","law and government",-0.008,,
"NLD","Netherlands","07-2","public safety and security",-0.057,,
"NLD","Netherlands","07","law and public safety knowledge",-0.061,,
"NLD","Netherlands","08-1","medicine and dentistry",0.448,,
"NLD","Netherlands","08-2","psychology, therapy, counselling",0.525,,
"NLD","Netherlands","08","medicine knowledge",0.1,,
"NLD","Netherlands","09-1","auditory and speech abilities",-0.048,,
"NLD","Netherlands","09-2","physical abilities",-0.222,,
"NLD","Netherlands","09-3","psychomotor abilities",-0.031,,
"NLD","Netherlands","09","physical skills",-0.189,,
"NLD","Netherlands","10-1","building and construction",-0.158,,
"NLD","Netherlands","10-2","design",-0.11,,
"NLD","Netherlands","10-3","engineering, mechanics and technology",-0.095,,
"NLD","Netherlands","10-4","food production",0.237,,
"NLD","Netherlands","10-5","installation and maintenance",-0.126,,
"NLD","Netherlands","10-6","production and processing",-0.245,,
"NLD","Netherlands","10-7","quality control analysis",-0.001,,
"NLD","Netherlands","10-8","telecommunications",-0.162,,
"NLD","Netherlands","10-9","transportation",-0.687,,
"NLD","Netherlands","10","production and technology knowledge",-0.266,,
"NLD","Netherlands","11-1","administration and management",-0.238,,
"NLD","Netherlands","11-2","management of financial resources",-0.285,,
"NLD","Netherlands","11-3","management of material resources",-0.451,,
"NLD","Netherlands","11-4","management of personnel resources",-0.117,,
"NLD","Netherlands","11-5","time management",-0.08,,
"NLD","Netherlands","11","resource management",-0.44,,
"NLD","Netherlands","12-1","biology",0.114,,
"NLD","Netherlands","12-2","chemistry",0.212,,
"NLD","Netherlands","12-3","geography",0.059,,
"NLD","Netherlands","12-4","physics",0.024,,
"NLD","Netherlands","12-5","sociology and anthropology",0.288,,
"NLD","Netherlands","12","scientific knowledge",0.287,,
"NLD","Netherlands","13-1","coordination",-0.089,,
"NLD","Netherlands","13-2","judgment and decision making",0.007,,
"NLD","Netherlands","13-3","persuasion and negotiation",-0.363,,
"NLD","Netherlands","13-4","social perceptiveness",-0.12,,
"NLD","Netherlands","13","social skills",-0.264,,
"NLD","Netherlands","14-1","training and education",0.408,,
"NLD","Netherlands","14","training and education",0.839,,
"NZL","New Zealand","01-1","fine arts",-0.036,,
"NZL","New Zealand","01-2","history and archaeology",-0.1,,
"NZL","New Zealand","01-3","philosophy and theology",-0.584,,
"NZL","New Zealand","01","arts and humanities knowledge",-0.451,,
"NZL","New Zealand","02-1","adaptability/resilience",-0.27,,
"NZL","New Zealand","02-2","motivation/commitment",0.034,,
"NZL","New Zealand","02-3","self-management/rigour",-0.001,,
"NZL","New Zealand","02-4","values",-0.016,,
"NZL","New Zealand","02","attitudes",-0.126,,
"NZL","New Zealand","03-1","clerical",0.054,,
"NZL","New Zealand","03-2","customer and personal service",0.053,,
"NZL","New Zealand","03-3","sales and marketing",-0.253,,
"NZL","New Zealand","03","business processes",-0.069,,
"NZL","New Zealand","04-1","learning",0.078,,
"NZL","New Zealand","04-2","originality",-0.223,,
"NZL","New Zealand","04-3","quantitative abilities",0.075,,
"NZL","New Zealand","04-4","reasoning and problem-solving",-0.181,,
"NZL","New Zealand","04","cognitive skills",-0.096,,
"NZL","New Zealand","05-1","active listening",0.024,,
"NZL","New Zealand","05-2","communications and media",-0.068,,
"NZL","New Zealand","05-3","reading comprehension",-0.615,,
"NZL","New Zealand","05-4","speaking",-0.142,,
"NZL","New Zealand","05-5","writing",-0.13,,
"NZL","New Zealand","05","communication skills",-0.346,,
"NZL","New Zealand","06-1","computer programming",-0.21,,
"NZL","New Zealand","06-2","digital content creation",-0.053,,
"NZL","New Zealand","06-3","digital data processing",-0.085,,
"NZL","New Zealand","06-4","ict safety, networks and servers",-0.145,,
"NZL","New Zealand","06-5","office tools and collaboration software",-0.11,,
"NZL","New Zealand","06-6","web development and cloud technologies",-0.065,,
"NZL","New Zealand","06","digital skills",-0.21,,
"NZL","New Zealand","07-1","law and government",-0.485,,
"NZL","New Zealand","07-2","public safety and security",-0.024,,
"NZL","New Zealand","07","law and public safety knowledge",-0.477,,
"NZL","New Zealand","08-1","medicine and dentistry",0.147,,
"NZL","New Zealand","08-2","psychology, therapy, counselling",0.125,,
"NZL","New Zealand","08","medicine knowledge",0.277,,
"NZL","New Zealand","09-1","auditory and speech abilities",0.083,,
"NZL","New Zealand","09-2","physical abilities",0.168,,
"NZL","New Zealand","09-3","psychomotor abilities",0.129,,
"NZL","New Zealand","09","physical skills",0.26,,
"NZL","New Zealand","10-1","building and construction",0.136,,
"NZL","New Zealand","10-2","design",-0.038,,
"NZL","New Zealand","10-3","engineering, mechanics and technology",0.017,,
"NZL","New Zealand","10-4","food production",0.1,,
"NZL","New Zealand","10-5","installation and maintenance",0.121,,
"NZL","New Zealand","10-6","production and processing",-0.081,,
"NZL","New Zealand","10-7","quality control analysis",-0.092,,
"NZL","New Zealand","10-8","telecommunications",-0.044,,
"NZL","New Zealand","10-9","transportation",0.009,,
"NZL","New Zealand","10","production and technology knowledge",0.039,,
"NZL","New Zealand","11-1","administration and management",-0.641,,
"NZL","New Zealand","11-2","management of financial resources",-0.462,,
"NZL","New Zealand","11-3","management of material resources",0.017,,
"NZL","New Zealand","11-4","management of personnel resources",-0.395,,
"NZL","New Zealand","11-5","time management",-0.118,,
"NZL","New Zealand","11","resource management",-0.597,,
"NZL","New Zealand","12-1","biology",-0.068,,
"NZL","New Zealand","12-2","chemistry",-0.009,,
"NZL","New Zealand","12-3","geography",0.038,,
"NZL","New Zealand","12-4","physics",0.068,,
"NZL","New Zealand","12-5","sociology and anthropology",-0.171,,
"NZL","New Zealand","12","scientific knowledge",-0.048,,
"NZL","New Zealand","13-1","coordination",-0.131,,
"NZL","New Zealand","13-2","judgment and decision making",-0.279,,
"NZL","New Zealand","13-3","persuasion and negotiation",-0.94,,
"NZL","New Zealand","13-4","social perceptiveness",0.112,,
"NZL","New Zealand","13","social skills",-0.58,,
"NZL","New Zealand","14-1","training and education",0.087,,
"NZL","New Zealand","14","training and education",0.18,,
"NOR","Norway","01-1","fine arts",-0.003,,
"NOR","Norway","01-2","history and archaeology",-0.019,,
"NOR","Norway","01-3","philosophy and theology",-0.438,,
"NOR","Norway","01","arts and humanities knowledge",-0.288,,
"NOR","Norway","02-1","adaptability/resilience",-0.02,,
"NOR","Norway","02-2","motivation/commitment",-0.323,,
"NOR","Norway","02-3","self-management/rigour",-0.169,,
"NOR","Norway","02-4","values",-0.243,,
"NOR","Norway","02","attitudes",-0.354,,
"NOR","Norway","03-1","clerical",-0.121,,
"NOR","Norway","03-2","customer and personal service",-0.308,,
"NOR","Norway","03-3","sales and marketing",-0.046,,
"NOR","Norway","03","business processes",-0.297,,
"NOR","Norway","04-1","learning",0.062,,
"NOR","Norway","04-2","originality",-0.204,,
"NOR","Norway","04-3","quantitative abilities",0.064,,
"NOR","Norway","04-4","reasoning and problem-solving",0.071,,
"NOR","Norway","04","cognitive skills",0.022,,
"NOR","Norway","05-1","active listening",0.091,,
"NOR","Norway","05-2","communications and media",-0.077,,
"NOR","Norway","05-3","reading comprehension",0.205,,
"NOR","Norway","05-4","speaking",-0.098,,
"NOR","Norway","05-5","writing",-0.001,,
"NOR","Norway","05","communication skills",0.062,,
"NOR","Norway","06-1","computer programming",0.078,,
"NOR","Norway","06-2","digital content creation",0.222,,
"NOR","Norway","06-3","digital data processing",0.06,,
"NOR","Norway","06-4","ict safety, networks and servers",-0.007,,
"NOR","Norway","06-5","office tools and collaboration software",0.031,,
"NOR","Norway","06-6","web development and cloud technologies",-0.081,,
"NOR","Norway","06","digital skills",0.111,,
"NOR","Norway","07-1","law and government",-0.073,,
"NOR","Norway","07-2","public safety and security",-0.045,,
"NOR","Norway","07","law and public safety knowledge",-0.111,,
"NOR","Norway","08-1","medicine and dentistry",0.255,,
"NOR","Norway","08-2","psychology, therapy, counselling",0.285,,
"NOR","Norway","08","medicine knowledge",0.555,,
"NOR","Norway","09-1","auditory and speech abilities",-0.076,,
"NOR","Norway","09-2","physical abilities",-0.192,,
"NOR","Norway","09-3","psychomotor abilities",-0.239,,
"NOR","Norway","09","physical skills",-0.318,,
"NOR","Norway","10-1","building and construction",0.136,,
"NOR","Norway","10-2","design",0.107,,
"NOR","Norway","10-3","engineering, mechanics and technology",0.142,,
"NOR","Norway","10-4","food production",-0.457,,
"NOR","Norway","10-5","installation and maintenance",-0.219,,
"NOR","Norway","10-6","production and processing",0.105,,
"NOR","Norway","10-7","quality control analysis",0.156,,
"NOR","Norway","10-8","telecommunications",-0.008,,
"NOR","Norway","10-9","transportation",-0.065,,
"NOR","Norway","10","production and technology knowledge",0.017,,
"NOR","Norway","11-1","administration and management",0.037,,
"NOR","Norway","11-2","management of financial resources",-0.028,,
"NOR","Norway","11-3","management of material resources",0.151,,
"NOR","Norway","11-4","management of personnel resources",0.03,,
"NOR","Norway","11-5","time management",-0.071,,
"NOR","Norway","11","resource management",0.059,,
"NOR","Norway","12-1","biology",0.063,,
"NOR","Norway","12-2","chemistry",0.355,,
"NOR","Norway","12-3","geography",0.228,,
"NOR","Norway","12-4","physics",0.137,,
"NOR","Norway","12-5","sociology and anthropology",-0.074,,
"NOR","Norway","12","scientific knowledge",0.299,,
"NOR","Norway","13-1","coordination",-0.089,,
"NOR","Norway","13-2","judgment and decision making",0.127,,
"NOR","Norway","13-3","persuasion and negotiation",-0.254,,
"NOR","Norway","13-4","social perceptiveness",-0.033,,
"NOR","Norway","13","social skills",-0.098,,
"NOR","Norway","14-1","training and education",0.016,,
"NOR","Norway","14","training and education",0.033,,
"POL","Poland","01-1","fine arts",0.08,,
"POL","Poland","01-2","history and archaeology",-0.036,,
"POL","Poland","01-3","philosophy and theology",-0.258,,
"POL","Poland","01","arts and humanities knowledge",-0.118,,
"POL","Poland","02-1","adaptability/resilience",-0.089,,
"POL","Poland","02-2","motivation/commitment",-0.132,,
"POL","Poland","02-3","self-management/rigour",-0.053,,
"POL","Poland","02-4","values",0.015,,
"POL","Poland","02","attitudes",-0.119,,
"POL","Poland","03-1","clerical",-0.133,,
"POL","Poland","03-2","customer and personal service",-0.131,,
"POL","Poland","03-3","sales and marketing",-0.029,,
"POL","Poland","03","business processes",-0.184,,
"POL","Poland","04-1","learning",0.059,,
"POL","Poland","04-2","originality",0.019,,
"POL","Poland","04-3","quantitative abilities",-0.002,,
"POL","Poland","04-4","reasoning and problem-solving",0.034,,
"POL","Poland","04","cognitive skills",0.057,,
"POL","Poland","05-1","active listening",-0.069,,
"POL","Poland","05-2","communications and media",-0.043,,
"POL","Poland","05-3","reading comprehension",-0.216,,
"POL","Poland","05-4","speaking",-0.054,,
"POL","Poland","05-5","writing",0.004,,
"POL","Poland","05","communication skills",-0.137,,
"POL","Poland","06-1","computer programming",0.113,,
"POL","Poland","06-2","digital content creation",0.219,,
"POL","Poland","06-3","digital data processing",0.01,,
"POL","Poland","06-4","ict safety, networks and servers",0.016,,
"POL","Poland","06-5","office tools and collaboration software",0.005,,
"POL","Poland","06-6","web development and cloud technologies",0.043,,
"POL","Poland","06","digital skills",0.139,,
"POL","Poland","07-1","law and government",-0.013,,
"POL","Poland","07-2","public safety and security",-0.119,,
"POL","Poland","07","law and public safety knowledge",-0.124,,
"POL","Poland","08-1","medicine and dentistry",-0.134,,
"POL","Poland","08-2","psychology, therapy, counselling",-0.018,,
"POL","Poland","08","medicine knowledge",-0.142,,
"POL","Poland","09-1","auditory and speech abilities",0.102,,
"POL","Poland","09-2","physical abilities",-0.133,,
"POL","Poland","09-3","psychomotor abilities",-0.185,,
"POL","Poland","09","physical skills",-0.115,,
"POL","Poland","10-1","building and construction",0.105,,
"POL","Poland","10-2","design",0.11,,
"POL","Poland","10-3","engineering, mechanics and technology",0.176,,
"POL","Poland","10-4","food production",-0.102,,
"POL","Poland","10-5","installation and maintenance",0.008,,
"POL","Poland","10-6","production and processing",0.153,,
"POL","Poland","10-7","quality control analysis",0.044,,
"POL","Poland","10-8","telecommunications",0.043,,
"POL","Poland","10-9","transportation",0.026,,
"POL","Poland","10","production and technology knowledge",0.134,,
"POL","Poland","11-1","administration and management",-0.122,,
"POL","Poland","11-2","management of financial resources",0.018,,
"POL","Poland","11-3","management of material resources",-0.183,,
"POL","Poland","11-4","management of personnel resources",-0.048,,
"POL","Poland","11-5","time management",-0.046,,
"POL","Poland","11","resource management",-0.141,,
"POL","Poland","12-1","biology",-0.057,,
"POL","Poland","12-2","chemistry",0.095,,
"POL","Poland","12-3","geography",0.298,,
"POL","Poland","12-4","physics",0.105,,
"POL","Poland","12-5","sociology and anthropology",0.038,,
"POL","Poland","12","scientific knowledge",0.203,,
"POL","Poland","13-1","coordination",-0.053,,
"POL","Poland","13-2","judgment and decision making",-0.119,,
"POL","Poland","13-3","persuasion and negotiation",-0.059,,
"POL","Poland","13-4","social perceptiveness",-0.054,,
"POL","Poland","13","social skills",-0.133,,
"POL","Poland","14-1","training and education",0.028,,
"POL","Poland","14","training and education",0.057,,
"PRT","Portugal","01-1","fine arts",0.004,,
"PRT","Portugal","01-2","history and archaeology",-0.134,,
"PRT","Portugal","01-3","philosophy and theology",-0.24,,
"PRT","Portugal","01","arts and humanities knowledge",-0.231,,
"PRT","Portugal","02-1","adaptability/resilience",-0.135,,
"PRT","Portugal","02-2","motivation/commitment",-0.218,,
"PRT","Portugal","02-3","self-management/rigour",-0.094,,
"PRT","Portugal","02-4","values",0.008,,
"PRT","Portugal","02","attitudes",-0.205,,
"PRT","Portugal","03-1","clerical",-0.15,,
"PRT","Portugal","03-2","customer and personal service",-0.258,,
"PRT","Portugal","03-3","sales and marketing",-0.428,,
"PRT","Portugal","03","business processes",-0.523,,
"PRT","Portugal","04-1","learning",0.147,,
"PRT","Portugal","04-2","originality",-0.17,,
"PRT","Portugal","04-3","quantitative abilities",-0.127,,
"PRT","Portugal","04-4","reasoning and problem-solving",-0.106,,
"PRT","Portugal","04","cognitive skills",-0.098,,
"PRT","Portugal","05-1","active listening",-0.283,,
"PRT","Portugal","05-2","communications and media",-0.18,,
"PRT","Portugal","05-3","reading comprehension",-0.513,,
"PRT","Portugal","05-4","speaking",-0.264,,
"PRT","Portugal","05-5","writing",-0.169,,
"PRT","Portugal","05","communication skills",-0.519,,
"PRT","Portugal","06-1","computer programming",-0.011,,
"PRT","Portugal","06-2","digital content creation",0.066,,
"PRT","Portugal","06-3","digital data processing",-0.099,,
"PRT","Portugal","06-4","ict safety, networks and servers",-0.182,,
"PRT","Portugal","06-5","office tools and collaboration software",-0.177,,
"PRT","Portugal","06-6","web development and cloud technologies",-0.054,,
"PRT","Portugal","06","digital skills",-0.136,,
"PRT","Portugal","07-1","law and government",-0.285,,
"PRT","Portugal","07-2","public safety and security",-0.139,,
"PRT","Portugal","07","law and public safety knowledge",-0.398,,
"PRT","Portugal","08-1","medicine and dentistry",0.104,,
"PRT","Portugal","08-2","psychology, therapy, counselling",0.092,,
"PRT","Portugal","08","medicine knowledge",0.201,,
"PRT","Portugal","09-1","auditory and speech abilities",-0.034,,
"PRT","Portugal","09-2","physical abilities",-0.064,,
"PRT","Portugal","09-3","psychomotor abilities",0.311,,
"PRT","Portugal","09","physical skills",0.162,,
"PRT","Portugal","10-1","building and construction",0.183,,
"PRT","Portugal","10-2","design",0.008,,
"PRT","Portugal","10-3","engineering, mechanics and technology",-0.037,,
"PRT","Portugal","10-4","food production",-0.161,,
"PRT","Portugal","10-5","installation and maintenance",0.11,,
"PRT","Portugal","10-6","production and processing",-0.097,,
"PRT","Portugal","10-7","quality control analysis",-0.084,,
"PRT","Portugal","10-8","telecommunications",-0.199,,
"PRT","Portugal","10-9","transportation",-0.351,,
"PRT","Portugal","10","production and technology knowledge",-0.111,,
"PRT","Portugal","11-1","administration and management",-0.338,,
"PRT","Portugal","11-2","management of financial resources",-0.263,,
"PRT","Portugal","11-3","management of material resources",-0.482,,
"PRT","Portugal","11-4","management of personnel resources",-0.222,,
"PRT","Portugal","11-5","time management",-0.135,,
"PRT","Portugal","11","resource management",-0.541,,
"PRT","Portugal","12-1","biology",0.117,,
"PRT","Portugal","12-2","chemistry",0.041,,
"PRT","Portugal","12-3","geography",-0.003,,
"PRT","Portugal","12-4","physics",0.004,,
"PRT","Portugal","12-5","sociology and anthropology",-0.194,,
"PRT","Portugal","12","scientific knowledge",0.005,,
"PRT","Portugal","13-1","coordination",-0.152,,
"PRT","Portugal","13-2","judgment and decision making",-0.099,,
"PRT","Portugal","13-3","persuasion and negotiation",-0.409,,
"PRT","Portugal","13-4","social perceptiveness",-0.072,,
"PRT","Portugal","13","social skills",-0.344,,
"PRT","Portugal","14-1","training and education",0.133,,
"PRT","Portugal","14","training and education",0.273,,
"SVK","Slovak Republic","01-1","fine arts",0.014,,
"SVK","Slovak Republic","01-2","history and archaeology",0.022,,
"SVK","Slovak Republic","01-3","philosophy and theology",-0.15,,
"SVK","Slovak Republic","01","arts and humanities knowledge",-0.063,,
"SVK","Slovak Republic","02-1","adaptability/resilience",-0.066,,
"SVK","Slovak Republic","02-2","motivation/commitment",-0.139,,
"SVK","Slovak Republic","02-3","self-management/rigour",-0.041,,
"SVK","Slovak Republic","02-4","values",0.026,,
"SVK","Slovak Republic","02","attitudes",-0.099,,
"SVK","Slovak Republic","03-1","clerical",0.043,,
"SVK","Slovak Republic","03-2","customer and personal service",-0.127,,
"SVK","Slovak Republic","03-3","sales and marketing",-0.029,,
"SVK","Slovak Republic","03","business processes",-0.063,,
"SVK","Slovak Republic","04-1","learning",0.093,,
"SVK","Slovak Republic","04-2","originality",-0.02,,
"SVK","Slovak Republic","04-3","quantitative abilities",-0.06,,
"SVK","Slovak Republic","04-4","reasoning and problem-solving",0.036,,
"SVK","Slovak Republic","04","cognitive skills",0.035,,
"SVK","Slovak Republic","05-1","active listening",-0.081,,
"SVK","Slovak Republic","05-2","communications and media",-0.011,,
"SVK","Slovak Republic","05-3","reading comprehension",0.037,,
"SVK","Slovak Republic","05-4","speaking",0.019,,
"SVK","Slovak Republic","05-5","writing",0.05,,
"SVK","Slovak Republic","05","communication skills",0.015,,
"SVK","Slovak Republic","06-1","computer programming",-0.022,,
"SVK","Slovak Republic","06-2","digital content creation",0.086,,
"SVK","Slovak Republic","06-3","digital data processing",0.034,,
"SVK","Slovak Republic","06-4","ict safety, networks and servers",0.01,,
"SVK","Slovak Republic","06-5","office tools and collaboration software",0.053,,
"SVK","Slovak Republic","06-6","web development and cloud technologies",0.005,,
"SVK","Slovak Republic","06","digital skills",0.058,,
"SVK","Slovak Republic","07-1","law and government",0.058,,
"SVK","Slovak Republic","07-2","public safety and security",0.082,,
"SVK","Slovak Republic","07","law and public safety knowledge",0.144,,
"SVK","Slovak Republic","08-1","medicine and dentistry",-0.025,,
"SVK","Slovak Republic","08-2","psychology, therapy, counselling",0.058,,
"SVK","Slovak Republic","08","medicine knowledge",0.04,,
"SVK","Slovak Republic","09-1","auditory and speech abilities",0.064,,
"SVK","Slovak Republic","09-2","physical abilities",-0.109,,
"SVK","Slovak Republic","09-3","psychomotor abilities",-0.169,,
"SVK","Slovak Republic","09","physical skills",-0.121,,
"SVK","Slovak Republic","10-1","building and construction",0.008,,
"SVK","Slovak Republic","10-2","design",-0.067,,
"SVK","Slovak Republic","10-3","engineering, mechanics and technology",-0.005,,
"SVK","Slovak Republic","10-4","food production",-0.202,,
"SVK","Slovak Republic","10-5","installation and maintenance",-0.152,,
"SVK","Slovak Republic","10-6","production and processing",-0.017,,
"SVK","Slovak Republic","10-7","quality control analysis",0.055,,
"SVK","Slovak Republic","10-8","telecommunications",0.002,,
"SVK","Slovak Republic","10-9","transportation",0.003,,
"SVK","Slovak Republic","10","production and technology knowledge",-0.074,,
"SVK","Slovak Republic","11-1","administration and management",-0.001,,
"SVK","Slovak Republic","11-2","management of financial resources",0.035,,
"SVK","Slovak Republic","11-3","management of material resources",-0.091,,
"SVK","Slovak Republic","11-4","management of personnel resources",0,,
